395,Caffè Smeraldo,Monopoli,0,1,0,0,0,0,0,0,0,0,0
396,Teatro Italia,Francavilla Fontana,0,0,0,0,0,0,0,0,0,0,1
397,Teatro Comunale,Mesagne,0,0,0,0,0,0,0,0,0,0,1
398,Teatro Astra,Andria,0,0,0,0,0,0,0,0,0,0,1
399,Teatro Paisiello,Lecce,0,0,0,0,0,0,0,0,0,0,1
401,Santo Graal,Trani,0,1,0,0,0,0,0,0,0,0,0
402,Cinema Teatro Cosmo,Altamura,0,0,0,0,0,0,0,0,0,0,1
403,La Pentola degli Gnomi,Gallipoli,0,0,1,0,0,0,0,0,0,0,0
404,Teatro Roma,Ostuni,0,0,0,0,0,0,0,0,0,0,1
405,Acqua &amp; Sale,Ostuni,0,0,1,0,0,0,0,1,0,0,0
407,Da Gianni,Martina Franca,0,0,1,0,0,0,0,0,0,0,0
408,Osteria dei Mercanti,Manduria,0,0,1,0,0,0,0,0,0,0,0
